Name,ID,Has Item,Mod,Class
minecraft:lever,69,true,null,net.minecraft.block.BlockLever
minecraft:stone_pressure_plate,70,true,null,net.minecraft.block.BlockPressurePlate
minecraft:iron_door,71,false,null,net.minecraft.block.BlockDoor
minecraft:wooden_pressure_plate,72,true,null,net.minecraft.block.BlockPressurePlate
minecraft:redstone_ore,73,true,null,net.minecraft.block.BlockRedstoneOre
minecraft:lit_redstone_ore,74,false,null,net.minecraft.block.BlockRedstoneOre
minecraft:unlit_redstone_torch,75,false,null,net.minecraft.block.BlockRedstoneTorch
minecraft:redstone_torch,76,true,null,net.minecraft.block.BlockRedstoneTorch
minecraft:stone_button,77,true,null,net.minecraft.block.BlockButtonStone
minecraft:snow_layer,78,true,null,net.minecraft.block.BlockSnow
minecraft:ice,79,true,null,net.minecraft.block.BlockIce
minecraft:snow,80,true,null,net.minecraft.block.BlockSnowBlock
minecraft:cactus,81,true,null,net.minecraft.block.BlockCactus
minecraft:clay,82,true,null,net.minecraft.block.BlockClay
minecraft:reeds,83,false,null,net.minecraft.block.BlockReed
minecraft:jukebox,84,true,null,net.minecraft.block.BlockJukebox
minecraft:fence,85,true,null,net.minecraft.block.BlockFence
minecraft:pumpkin,86,true,null,net.minecraft.block.BlockPumpkin
minecraft:netherrack,87,true,null,net.minecraft.block.BlockNetherrack
minecraft:soul_sand,88,true,null,net.minecraft.block.BlockSoulSand
minecraft:glowstone,89,true,null,net.minecraft.block.BlockGlowstone
minecraft:portal,90,true,null,net.minecraft.block.BlockPortal
minecraft:lit_pumpkin,91,true,null,net.minecraft.block.BlockPumpkin
minecraft:cake,92,false,null,net.minecraft.block.BlockCake
minecraft:unpowered_repeater,93,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:powered_repeater,94,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:stained_glass,95,true,null,net.minecraft.block.BlockStainedGlass
minecraft:trapdoor,96,true,null,net.minecraft.block.BlockTrapDoor
minecraft:monster_egg,97,true,null,net.minecraft.block.BlockSilverfish
minecraft:stonebrick,98,true,null,net.minecraft.block.BlockStoneBrick
minecraft:brown_mushroom_block,99,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:red_mushroom_block,100,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:iron_bars,101,true,null,net.minecraft.block.BlockPane
minecraft:glass_pane,102,true,null,net.minecraft.block.BlockPane
minecraft:melon_block,103,true,null,net.minecraft.block.BlockMelon
minecraft:pumpkin_stem,104,false,null,net.minecraft.block.BlockStem
minecraft:melon_stem,105,false,null,net.minecraft.block.BlockStem
minecraft:vine,106,true,null,net.minecraft.block.BlockVine
minecraft:fence_gate,107,true,null,net.minecraft.block.BlockFenceGate
minecraft:brick_stairs,108,true,null,net.minecraft.block.BlockStairs
minecraft:stone_brick_stairs,109,true,null,net.minecraft.block.BlockStairs
minecraft:mycelium,110,true,null,net.minecraft.block.BlockMycelium
minecraft:waterlily,111,true,null,net.minecraft.block.BlockLilyPad
minecraft:nether_brick,112,true,null,net.minecraft.block.Block
minecraft:nether_brick_fence,113,true,null,net.minecraft.block.BlockFence
minecraft:nether_brick_stairs,114,true,null,net.minecraft.block.BlockStairs
minecraft:nether_wart,115,false,null,net.minecraft.block.BlockNetherWart
minecraft:enchanting_table,116,true,null,net.minecraft.block.BlockEnchantmentTable
minecraft:brewing_stand,117,false,null,net.minecraft.block.BlockBrewingStand
minecraft:cauldron,118,false,null,net.minecraft.block.BlockCauldron
minecraft:end_portal,119,true,null,net.minecraft.block.BlockEndPortal
minecraft:end_portal_frame,120,true,null,net.minecraft.block.BlockEndPortalFrame
minecraft:end_stone,121,true,null,net.minecraft.block.Block
minecraft:dragon_egg,122,true,null,net.minecraft.block.BlockDragonEgg
minecraft:redstone_lamp,123,true,null,net.minecraft.block.BlockRedstoneLight
minecraft:lit_redstone_lamp,124,false,null,net.minecraft.block.BlockRedstoneLight
minecraft:double_wooden_slab,125,true,null,net.minecraft.block.BlockWoodSlab
minecraft:wooden_slab,126,true,null,net.minecraft.block.BlockWoodSlab
minecraft:cocoa,127,true,null,net.minecraft.block.BlockCocoa
minecraft:sandstone_stairs,128,true,null,net.minecraft.block.BlockStairs
minecraft:emerald_ore,129,true,null,net.minecraft.block.BlockOre
minecraft:ender_chest,130,true,null,net.minecraft.block.BlockEnderChest
minecraft:tripwire_hook,131,true,null,net.minecraft.block.BlockTripWireHook
minecraft:tripwire,132,false,null,net.minecraft.block.BlockTripWire
minecraft:emerald_block,133,true,null,net.minecraft.block.BlockCompressed
minecraft:spruce_stairs,134,true,null,net.minecraft.block.BlockStairs
minecraft:birch_stairs,135,true,null,net.minecraft.block.BlockStairs
minecraft:jungle_stairs,136,true,null,net.minecraft.block.BlockStairs
minecraft:command_block,137,true,null,net.minecraft.block.BlockCommandBlock
minecraft:beacon,138,true,null,net.minecraft.block.BlockBeacon
minecraft:cobblestone_wall,139,true,null,net.minecraft.block.BlockWall
minecraft:flower_pot,140,false,null,net.minecraft.block.BlockFlowerPot
minecraft:carrots,141,true,null,net.minecraft.block.BlockCarrot
minecraft:potatoes,142,true,null,net.minecraft.block.BlockPotato
minecraft:wooden_button,143,true,null,net.minecraft.block.BlockButtonWood
minecraft:skull,144,false,null,net.minecraft.block.BlockSkull
minecraft:anvil,145,true,null,net.minecraft.block.BlockAnvil
minecraft:trapped_chest,146,true,null,net.minecraft.block.BlockChest
minecraft:light_weighted_pressure_plate,147,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:heavy_weighted_pressure_plate,148,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:unpowered_comparator,149,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:powered_comparator,150,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:daylight_detector,151,true,null,net.minecraft.block.BlockDaylightDetector
minecraft:redstone_block,152,true,null,net.minecraft.block.BlockCompressedPowered
minecraft:quartz_ore,153,true,null,net.minecraft.block.BlockOre
minecraft:hopper,154,true,null,net.minecraft.block.BlockHopper
minecraft:quartz_block,155,true,null,net.minecraft.block.BlockQuartz
minecraft:quartz_stairs,156,true,null,net.minecraft.block.BlockStairs
minecraft:activator_rail,157,true,null,net.minecraft.block.BlockRailPowered
minecraft:dropper,158,true,null,net.minecraft.block.BlockDropper
minecraft:stained_hardened_clay,159,true,null,net.minecraft.block.BlockColored
minecraft:stained_glass_pane,160,true,null,net.minecraft.block.BlockStainedGlassPane
minecraft:leaves2,161,true,null,net.minecraft.block.BlockNewLeaf
minecraft:log2,162,true,null,net.minecraft.block.BlockNewLog
minecraft:acacia_stairs,163,true,null,net.minecraft.block.BlockStairs
minecraft:dark_oak_stairs,164,true,null,net.minecraft.block.BlockStairs
adventurebackpack:blockBackpack,165,true,null,com.darkona.adventurebackpack.block.BlockAdventureBackpack
adventurebackpack:blockSleepingBag,166,true,null,com.darkona.adventurebackpack.block.BlockSleepingBag
AgriCraft:crops,167,true,null,com.InfinityRaider.AgriCraft.blocks.BlockCrop
AgriCraft:seedAnalyzer,168,true,null,com.InfinityRaider.AgriCraft.blocks.BlockSeedAnalyzer
AgriCraft:waterTank,169,true,null,com.InfinityRaider.AgriCraft.blocks.BlockWaterTank
minecraft:hay_block,170,true,null,net.minecraft.block.BlockHay
minecraft:carpet,171,true,null,net.minecraft.block.BlockCarpet
minecraft:hardened_clay,172,true,null,net.minecraft.block.BlockHardenedClay
minecraft:coal_block,173,true,null,net.minecraft.block.Block
minecraft:packed_ice,174,true,null,net.minecraft.block.BlockPackedIce
minecraft:double_plant,175,true,null,net.minecraft.block.BlockDoublePlant
AgriCraft:waterChannel,176,true,null,com.InfinityRaider.AgriCraft.blocks.BlockWaterChannel
AgriCraft:channelValve,177,true,null,com.InfinityRaider.AgriCraft.blocks.BlockChannelValve
AgriCraft:sprinkler,178,true,null,com.InfinityRaider.AgriCraft.blocks.BlockSprinkler
AgriCraft:cropPotato,179,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropCarrot,180,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropMelon,181,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropPumpkin,182,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropSugarcane,183,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropDandelion,184,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropPoppy,185,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropOrchid,186,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropAllium,187,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropTulipRed,188,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropTulipOrange,189,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropTulipWhite,190,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropTulipPink,191,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropDaisy,192,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
AgriCraft:cropCactus,193,true,null,com.InfinityRaider.AgriCraft.blocks.BlockModPlant
IC2:blockOreCopper,194,true,null,ic2.core.block.BlockMetaData
IC2:blockOreTin,195,true,null,ic2.core.block.BlockMetaData
IC2:blockOreUran,196,true,null,ic2.core.block.BlockMetaData
IC2:blockOreLead,197,true,null,ic2.core.block.BlockMetaData
IC2:blockRubWood,198,true,null,ic2.core.block.BlockRubWood
IC2:blockRubLeaves,199,true,null,ic2.core.block.BlockRubLeaves
IC2:blockRubSapling,200,true,null,ic2.core.block.BlockRubSapling
IC2:blockHarz,201,true,null,ic2.core.block.BlockResin
IC2:blockRubber,202,true,null,ic2.core.block.BlockRubberSheet
IC2:blockFenceIron,203,true,null,ic2.core.block.BlockPoleFence
IC2:blockAlloy,204,true,null,ic2.core.block.BlockMetaData
IC2:blockBasalt,205,true,null,ic2.core.block.BlockMetaData
IC2:blockAlloyGlass,206,true,null,ic2.core.block.BlockTexGlass
IC2:blockDoorAlloy,207,true,null,ic2.core.block.BlockIC2Door
IC2:blockReinforcedFoam,208,true,null,ic2.core.block.BlockReinforcedFoam
IC2:blockFoam,209,true,null,ic2.core.block.BlockFoam
IC2:blockWall,210,true,null,ic2.core.block.BlockWall
IC2:blockScaffold,211,true,null,ic2.core.block.BlockScaffold
IC2:blockIronScaffold,212,true,null,ic2.core.block.BlockScaffold
IC2:blockMetal,213,true,null,ic2.core.block.BlockMetal
IC2:blockCable,214,true,null,ic2.core.block.wiring.BlockCable
IC2:blockKineticGenerator,215,true,null,ic2.core.block.kineticgenerator.block.BlockKineticGenerator
IC2:blockHeatGenerator,216,true,null,ic2.core.block.heatgenerator.block.BlockHeatGenerator
IC2:blockGenerator,217,true,null,ic2.core.block.generator.block.BlockGenerator
IC2:blockReactorChamber,218,true,null,ic2.core.block.reactor.block.BlockReactorChamber
IC2:blockReactorFluidPort,219,true,null,ic2.core.block.reactor.block.BlockReactorFluidPort
IC2:blockReactorAccessHatch,220,true,null,ic2.core.block.reactor.block.BlockReactorAccessHatch
IC2:blockReactorRedstonePort,221,true,null,ic2.core.block.reactor.block.BlockReactorRedstonePort
IC2:blockreactorvessel,222,true,null,ic2.core.block.reactor.block.BlockReactorVessel
IC2:blockElectric,223,true,null,ic2.core.block.wiring.BlockElectric
IC2:blockChargepad,224,true,null,ic2.core.block.wiring.BlockChargepad
IC2:blockMachine,225,true,null,ic2.core.block.machine.BlockMachine
IC2:blockMachine2,226,true,null,ic2.core.block.machine.BlockMachine2
IC2:blockMachine3,227,true,null,ic2.core.block.machine.BlockMachine3
IC2:blockLuminatorDark,228,true,null,ic2.core.block.wiring.BlockLuminator
IC2:blockLuminator,229,true,null,ic2.core.block.wiring.BlockLuminator
IC2:blockMiningPipe,230,true,null,ic2.core.block.machine.BlockMiningPipe
IC2:blockMiningTip,231,true,null,ic2.core.block.machine.BlockMiningTip
IC2:blockPersonal,232,true,null,ic2.core.block.personal.BlockPersonal
IC2:blockITNT,233,true,null,ic2.core.block.BlockITNT
IC2:blockNuke,234,true,null,ic2.core.block.BlockITNT
IC2:blockDynamite,235,true,null,ic2.core.block.BlockDynamite
IC2:blockDynamiteRemote,236,true,null,ic2.core.block.BlockDynamite
IC2:blockCrop,237,true,null,ic2.core.crop.BlockCrop
IC2:blockBarrel,238,true,null,ic2.core.block.BlockBarrel
IC2:fluidUuMatter,239,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidConstructionFoam,240,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidCoolant,241,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidHotCoolant,242,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidPahoehoeLava,243,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidBiomass,244,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidBiogas,245,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidDistilledWater,246,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidSuperheatedSteam,247,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidSteam,248,true,null,ic2.core.block.BlockIC2Fluid
Forestry:core,249,true,null,forestry.core.gadgets.BlockBase
Forestry:soil,250,true,null,forestry.core.gadgets.BlockSoil
Forestry:resources,251,true,null,forestry.core.gadgets.BlockResource
Forestry:resourceStorage,252,true,null,forestry.core.gadgets.BlockResourceStorageBlock
Forestry:stained,253,true,null,forestry.core.gadgets.BlockStainedGlass
Forestry:apiculture,254,true,null,forestry.core.gadgets.BlockBase
Forestry:beehives,255,true,null,forestry.apiculture.gadgets.BlockBeehives
Forestry:candle,409,true,null,forestry.apiculture.gadgets.BlockCandle
Forestry:stump,410,true,null,forestry.apiculture.gadgets.BlockStump
Forestry:alveary,411,true,null,forestry.apiculture.gadgets.BlockAlveary
Forestry:log1,412,true,null,forestry.arboriculture.gadgets.BlockLog
Forestry:log2,413,true,null,forestry.arboriculture.gadgets.BlockLog
Forestry:log3,414,true,null,forestry.arboriculture.gadgets.BlockLog
Forestry:log4,415,true,null,forestry.arboriculture.gadgets.BlockLog
Forestry:log5,416,true,null,forestry.arboriculture.gadgets.BlockLog
Forestry:log6,423,true,null,forestry.arboriculture.gadgets.BlockLog
Forestry:log7,424,true,null,forestry.arboriculture.gadgets.BlockLog
Forestry:fireproofLog1,425,true,null,forestry.arboriculture.gadgets.BlockFireproofLog
Forestry:fireproofLog2,426,true,null,forestry.arboriculture.gadgets.BlockFireproofLog
Forestry:fireproofLog3,427,true,null,forestry.arboriculture.gadgets.BlockFireproofLog
Forestry:fireproofLog4,428,true,null,forestry.arboriculture.gadgets.BlockFireproofLog
Forestry:fireproofLog5,429,true,null,forestry.arboriculture.gadgets.BlockFireproofLog
Forestry:fireproofLog6,430,true,null,forestry.arboriculture.gadgets.BlockFireproofLog
Forestry:fireproofLog7,431,true,null,forestry.arboriculture.gadgets.BlockFireproofLog
Forestry:planks,432,true,null,forestry.arboriculture.gadgets.BlockPlanks
Forestry:planks2,433,true,null,forestry.arboriculture.gadgets.BlockPlanks
Forestry:fireproofPlanks1,434,true,null,forestry.arboriculture.gadgets.BlockFireproofPlanks
Forestry:fireproofPlanks2,435,true,null,forestry.arboriculture.gadgets.BlockFireproofPlanks
Forestry:slabs1,436,true,null,forestry.arboriculture.gadgets.BlockSlab
Forestry:slabs2,437,true,null,forestry.arboriculture.gadgets.BlockSlab
Forestry:slabs3,438,true,null,forestry.arboriculture.gadgets.BlockSlab
Forestry:fences,439,true,null,forestry.arboriculture.gadgets.BlockArbFence
Forestry:fences2,440,true,null,forestry.arboriculture.gadgets.BlockArbFence
Forestry:stairs,441,true,null,forestry.arboriculture.gadgets.BlockArbStairs
Forestry:saplingGE,442,true,null,forestry.arboriculture.gadgets.BlockSapling
Forestry:leaves,443,true,null,forestry.arboriculture.gadgets.ForestryBlockLeaves
Forestry:pods,444,true,null,forestry.arboriculture.gadgets.BlockFruitPod
Forestry:arboriculture,445,true,null,forestry.core.gadgets.BlockBase
Forestry:engine,446,true,null,forestry.core.gadgets.BlockBase
Forestry:factory,447,true,null,forestry.core.gadgets.BlockBase
Forestry:factory2,448,true,null,forestry.core.gadgets.BlockBase
Forestry:mushroom,449,true,null,forestry.farming.gadgets.BlockMushroom
Forestry:ffarm,450,true,null,forestry.farming.gadgets.BlockFarm
Forestry:lepidopterology,451,true,null,forestry.core.gadgets.BlockBase
Forestry:mail,452,true,null,forestry.core.gadgets.BlockBase
dendrology:logs0,453,true,null,com.scottkillen.mod.dendrology.block.ModLogBlock
dendrology:logs1,454,true,null,com.scottkillen.mod.dendrology.block.ModLogBlock
dendrology:logs2,455,true,null,com.scottkillen.mod.dendrology.block.ModLogBlock
dendrology:logs3,456,true,null,com.scottkillen.mod.dendrology.block.ModLogBlock
dendrology:leaves0,457,true,null,com.scottkillen.mod.dendrology.block.ModLeavesBlock
dendrology:leaves1,458,true,null,com.scottkillen.mod.dendrology.block.ModLeavesBlock
dendrology:leaves2,459,true,null,com.scottkillen.mod.dendrology.block.ModLeavesBlock
dendrology:leaves3,460,true,null,com.scottkillen.mod.dendrology.block.ModLeavesBlock
dendrology:sapling0,461,true,null,com.scottkillen.mod.dendrology.block.ModSaplingBlock
dendrology:sapling1,462,true,null,com.scottkillen.mod.dendrology.block.ModSaplingBlock
dendrology:wood0,463,true,null,com.scottkillen.mod.dendrology.block.ModWoodBlock
dendrology:stairs0,464,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs1,465,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs2,466,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs3,467,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs4,468,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs5,469,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs6,470,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs7,471,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs8,472,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs9,473,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs10,474,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs11,475,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:stairs12,476,true,null,com.scottkillen.mod.dendrology.block.ModStairsBlock
dendrology:sslab0,477,true,null,com.scottkillen.mod.dendrology.block.ModSlabBlock
dendrology:sslab1,478,true,null,com.scottkillen.mod.dendrology.block.ModSlabBlock
dendrology:dslab0,479,true,null,com.scottkillen.mod.dendrology.block.ModSlabBlock
dendrology:dslab1,480,true,null,com.scottkillen.mod.dendrology.block.ModSlabBlock
appliedenergistics2:tile.BlockCableBus,481,true,null,appeng.block.networking.BlockCableBus
appliedenergistics2:tile.BlockCraftingUnit,482,true,null,appeng.block.crafting.BlockCraftingUnit
appliedenergistics2:tile.BlockCraftingMonitor,483,true,null,appeng.block.crafting.BlockCraftingMonitor
appliedenergistics2:tile.BlockCraftingStorage,484,true,null,appeng.block.crafting.BlockCraftingStorage
appliedenergistics2:tile.BlockMolecularAssembler,485,true,null,appeng.block.crafting.BlockMolecularAssembler
appliedenergistics2:tile.OreQuartz,486,true,null,appeng.block.solids.OreQuartz
appliedenergistics2:tile.OreQuartzCharged,487,true,null,appeng.block.solids.OreQuartzCharged
appliedenergistics2:tile.BlockMatrixFrame,488,true,null,appeng.block.spatial.BlockMatrixFrame
appliedenergistics2:tile.BlockQuartz,489,true,null,appeng.block.solids.BlockQuartz
appliedenergistics2:tile.BlockFluix,490,true,null,appeng.block.solids.BlockFluix
appliedenergistics2:tile.BlockSkyStone,491,true,null,appeng.block.solids.BlockSkyStone
appliedenergistics2:tile.BlockSkyChest,492,true,null,appeng.block.storage.BlockSkyChest
appliedenergistics2:tile.BlockSkyCompass,493,true,null,appeng.block.misc.BlockSkyCompass
appliedenergistics2:tile.BlockQuartzGlass,494,true,null,appeng.block.solids.BlockQuartzGlass
appliedenergistics2:tile.BlockQuartzLamp,495,true,null,appeng.block.solids.BlockQuartzLamp
appliedenergistics2:tile.BlockQuartzPillar,496,true,null,appeng.block.solids.BlockQuartzPillar
appliedenergistics2:tile.BlockQuartzChiseled,497,true,null,appeng.block.solids.BlockQuartzChiseled
appliedenergistics2:tile.BlockQuartzTorch,498,true,null,appeng.block.misc.BlockQuartzTorch
appliedenergistics2:tile.BlockLightDetector,499,true,null,appeng.block.misc.BlockLightDetector
appliedenergistics2:tile.BlockCharger,500,true,null,appeng.block.misc.BlockCharger
appliedenergistics2:tile.BlockQuartzGrowthAccelerator,501,true,null,appeng.block.misc.BlockQuartzGrowthAccelerator
appliedenergistics2:tile.BlockInscriber,502,true,null,appeng.block.misc.BlockInscriber
appliedenergistics2:tile.BlockWireless,503,true,null,appeng.block.networking.BlockWireless
appliedenergistics2:tile.BlockTinyTNT,504,true,null,appeng.block.misc.BlockTinyTNT
appliedenergistics2:tile.BlockQuantumRing,505,true,null,appeng.block.qnb.BlockQuantumRing
appliedenergistics2:tile.BlockQuantumLinkChamber,506,true,null,appeng.block.qnb.BlockQuantumLinkChamber
appliedenergistics2:tile.BlockSpatialPylon,507,true,null,appeng.block.spatial.BlockSpatialPylon
appliedenergistics2:tile.BlockSpatialIOPort,508,true,null,appeng.block.spatial.BlockSpatialIOPort
appliedenergistics2:tile.BlockController,509,true,null,appeng.block.networking.BlockController
appliedenergistics2:tile.BlockDrive,510,true,null,appeng.block.storage.BlockDrive
appliedenergistics2:tile.BlockChest,511,true,null,appeng.block.storage.BlockChest
appliedenergistics2:tile.BlockInterface,512,true,null,appeng.block.misc.BlockInterface
appliedenergistics2:tile.BlockCellWorkbench,513,true,null,appeng.block.misc.BlockCellWorkbench
appliedenergistics2:tile.BlockIOPort,514,true,null,appeng.block.storage.BlockIOPort
appliedenergistics2:tile.BlockCondenser,515,true,null,appeng.block.misc.BlockCondenser
appliedenergistics2:tile.BlockEnergyAcceptor,516,true,null,appeng.block.networking.BlockEnergyAcceptor
appliedenergistics2:tile.BlockVibrationChamber,517,true,null,appeng.block.misc.BlockVibrationChamber
appliedenergistics2:tile.BlockEnergyCell,518,true,null,appeng.block.networking.BlockEnergyCell
appliedenergistics2:tile.BlockDenseEnergyCell,519,true,null,appeng.block.networking.BlockDenseEnergyCell
appliedenergistics2:tile.BlockCreativeEnergyCell,520,true,null,appeng.block.networking.BlockCreativeEnergyCell
appliedenergistics2:tile.BlockSecurity,521,true,null,appeng.block.misc.BlockSecurity
appliedenergistics2:tile.BlockPaint,522,true,null,appeng.block.misc.BlockPaint
appliedenergistics2:tile.SkyStoneStairBlock,523,true,null,appeng.block.stair.SkyStoneStairBlock
appliedenergistics2:tile.SkyStoneBlockStairBlock,524,true,null,appeng.block.stair.SkyStoneBlockStairBlock
